taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Methyloceanibacter,genus,2.375,1484898,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter,131567;2;3379134;1224;28211;356;45401;1484898
Herbaspirillum,genus,0.828,963,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum,131567;2;3379134;1224;28216;80840;75682;963
Arcobacter,genus,1.0,28196,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter,131567;2;3379134;29547;3031852;213849;2808963;28196
Geobacter,genus,4.371,28231,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter,131567;2;3379134;200940;3031651;3031668;213422;28231
Ureaplasma,genus,1.692,2129,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Ureaplasma,131567;2;1783272;544448;2790996;2790998;2129
Chromobacterium,genus,0.69,535,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium,131567;2;3379134;1224;28216;206351;1499392;535
Virgibacillus,genus,1.736,84406,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Virgibacillus,131567;2;1783272;1239;91061;1385;186817;84406
Gallibacterium,genus,0.889,155493,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium,131567;2;3379134;1224;1236;135625;712;155493
Aquabacterium,genus,5.35,92793,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Aquabacterium,131567;2;3379134;1224;28216;80840;224471;92793
Kosakonia,genus,0.703,1330547,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia,131567;2;3379134;1224;1236;91347;543;1330547
Dechloromonas,genus,3.667,73029,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas,131567;2;3379134;1224;28216;206389;2008795;73029
Anaerovibrio,genus,5.833,82373,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Anaerovibrio,131567;2;1783272;1239;909932;909929;1843491;82373
Granulicella,genus,3.087,940557,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Granulicella,131567;2;3379134;57723;204432;204433;204434;940557
Pandoraea,genus,0.289,93217,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea,131567;2;3379134;1224;28216;80840;119060;93217
Acidiphilium,genus,4.917,522,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidiphilium,131567;2;3379134;1224;28211;3120395;3385905;522
Kribbella,genus,0.333,182639,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella,131567;2;1783272;201174;1760;85009;2726069;182639
Gemella,genus,6.864,1378,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella,131567;2;1783272;1239;91061;1385;539738;1378
Aequorivita,genus,0.778,153265,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita,131567;2;3379134;1783270;68336;976;117743;200644;49546;153265
Ignisphaera,genus,11.75,334767,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignisphaera,131567;2157;1783275;28889;183924;114380;2272;334767
Dysgonomonas,genus,2.805,156973,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas,131567;2;3379134;1783270;68336;976;200643;171549;2005520;156973
Thermomonas,genus,3.235,141948,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas,131567;2;3379134;1224;1236;135614;32033;141948
Salipiger,genus,0.227,263377,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salipiger,131567;2;3379134;1224;28211;204455;2854170;263377
Bulleidia,genus,0.6,118747,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia,131567;2;1783272;1239;526524;526525;128827;118747
Lonsdalea,genus,1.0,1082702,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Lonsdalea,131567;2;3379134;1224;1236;91347;1903410;1082702
Leifsonia,genus,0.433,110932,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia,131567;2;1783272;201174;1760;85006;85023;110932
Sulfuricurvum,genus,4.0,286130,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Sulfuricurvum,131567;2;3379134;29547;3031852;213849;2771471;286130
Pseudobutyrivibrio,genus,1.727,46205,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Pseudobutyrivibrio,131567;2;1783272;1239;186801;3085636;186803;46205
Gordonibacter,genus,0.929,644652,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter,131567;2;1783272;201174;84998;1643822;1643826;644652
Tateyamaria,genus,1.5,299261,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tateyamaria,131567;2;3379134;1224;28211;204455;2854170;299261
Jeotgalibaca,genus,0.889,1470540,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca,131567;2;1783272;1239;91061;186826;186828;1470540
Ilumatobacter,genus,8.25,682522,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter,131567;2;1783272;201174;84992;84993;2448023;682522
Methylobacter,genus,2.571,429,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter,131567;2;3379134;1224;1236;135618;403;429
Mogibacterium,genus,13.125,86331,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium,131567;2;1783272;1239;186801;3082720;543314;86331
Kaistella,genus,0.036,2782231,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Kaistella,131567;2;3379134;1783270;68336;976;117743;200644;2762318;2782232;2782231
Giesbergeria,genus,0.8,352449,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria,131567;2;3379134;1224;28216;80840;80864;352449
Nitrospina,genus,21.556,35800,cellular organisms;Bacteria;Pseudomonadati;Nitrospinota/Tectimicrobiota group;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina,131567;2;3379134;1802340;1293497;1293498;1293499;407032;35800
Ensifer,genus,0.612,106591,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Ensifer,131567;2;3379134;1224;28211;356;82115;227292;106591
Saccharolobus,genus,1.714,2100760,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus,131567;2157;1783275;28889;183924;2281;118883;2100760
Desulfobulbus,genus,6.0,893,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus,131567;2;3379134;200940;3031451;3024411;213121;893
